11,9,-1.0
47,20,-1.0
38,12,1.0
16,9,1.0
38,25,1.0
44,27,-1.0
13,4,-1.0
39,15,-1.0
11,22,-1.0
2,26,1.0
11,11,-1.0
11,10,-1.0
11,3,-1.0
34,19,-1.0
1,23,-1.0
12,17,-1.0
11,14,-1.0
17,14,1.0
11,13,-1.0
8,7,1.0
46,23,1.0
11,0,-1.0
22,4,1.0
2,28,-1.0
34,28,1.0
11,23,-1.0
27,8,-1.0
30,26,-1.0
11,21,-1.0
2,22,-1.0
10,21,1.0
16,25,-1.0
34,22,1.0
38,9,1.0
0,24,-1.0
8,19,1.0
3,11,1.0
15,13,-1.0
8,26,1.0
11,16,-1.0
20,20,1.0
30,10,1.0
8,28,1.0
38,3,1.0
38,24,1.0
7,1,-1.0
6,2,-1.0
34,26,1.0
24,27,-1.0
38,0,1.0
11,5,-1.0
37,3,1.0
36,18,1.0
26,14,-1.0
8,22,1.0
2,10,1.0
11,25,-1.0
16,12,1.0
14,23,1.0
41,17,-1.0
43,17,1.0
45,8,-1.0
34,10,1.0
16,6,1.0
25,8,1.0
4,21,-1.0
16,0,1.0
3,18,-1.0
32,16,-1.0
19,1,1.0
9,17,1.0
11,26,-1.0
11,7,-1.0
34,5,1.0
7,24,1.0
31,12,-1.0
23,5,-1.0
11,12,-1.0
8,11,1.0
40,11,-1.0
5,8,1.0
31,6,-1.0
31,0,-1.0
35,4,-1.0
21,25,1.0
28,14,1.0
11,24,-1.0
8,13,1.0
8,2,1.0
8,16,1.0
11,19,-1.0
11,2,-1.0
11,6,-1.0
2,5,1.0
38,6,1.0
42,10,-1.0
34,7,-1.0
31,9,-1.0
21,3,-1.0
18,13,1.0
33,15,1.0
11,28,-1.0
29,27,1.0
