487,100,-1.0
98,254,1.0
531,235,1.0
229,255,-1.0
4,8,-1.0
156,114,1.0
350,136,-1.0
112,109,-1.0
54,1,-1.0
312,223,-1.0
103,170,-1.0
33,172,1.0
590,154,1.0
451,226,1.0
66,4,1.0
141,205,1.0
358,62,1.0
62,289,1.0
485,110,1.0
295,151,1.0
573,76,-1.0
490,303,-1.0
465,59,-1.0
248,173,1.0
42,277,1.0
509,47,-1.0
558,224,1.0
285,302,-1.0
445,303,-1.0
73,55,-1.0
571,224,-1.0
451,21,1.0
508,47,1.0
135,258,-1.0
23,307,1.0
252,130,-1.0
400,261,-1.0
411,118,-1.0
608,241,-1.0
523,297,1.0
327,276,1.0
393,295,1.0
286,176,1.0
426,159,1.0
300,2,-1.0
608,134,-1.0
564,6,-1.0
246,141,-1.0
5,154,1.0
39,171,1.0
85,113,-1.0
304,189,-1.0
576,207,-1.0
428,63,1.0
488,138,1.0
6,275,1.0
451,60,1.0
151,167,1.0
424,3,-1.0
295,74,-1.0
590,82,-1.0
619,197,-1.0
583,286,1.0
470,86,-1.0
335,217,-1.0
623,155,1.0
513,195,-1.0
150,262,-1.0
82,80,-1.0
359,20,1.0
157,241,1.0
394,265,-1.0
45,301,-1.0
457,229,-1.0
626,184,-1.0
433,155,1.0
250,264,-1.0
524,221,-1.0
393,131,1.0
380,292,1.0
30,194,1.0
520,275,1.0
9,9,-1.0
610,163,-1.0
227,62,1.0
163,71,1.0
82,211,-1.0
397,268,-1.0
608,31,-1.0
121,137,-1.0
287,273,1.0
376,269,1.0
119,13,-1.0
155,158,-1.0
429,33,-1.0
578,135,-1.0
614,213,-1.0
405,248,-1.0
188,277,1.0
493,21,1.0
10,106,1.0
596,58,1.0
626,216,-1.0
334,290,-1.0
385,228,1.0
470,252,-1.0
83,54,1.0
466,175,1.0
557,37,-1.0
82,67,-1.0
207,199,-1.0
259,230,1.0
626,100,-1.0
78,295,-1.0
515,59,-1.0
340,127,-1.0
529,40,-1.0
599,227,-1.0
58,154,1.0
80,202,-1.0
572,52,-1.0
246,284,-1.0
13,73,1.0
588,43,-1.0
459,24,1.0
581,140,1.0
162,14,1.0
128,45,1.0
608,35,-1.0
451,77,1.0
491,207,-1.0
28,240,-1.0
626,251,-1.0
391,278,1.0
608,249,-1.0
208,22,1.0
247,18,1.0
45,79,-1.0
128,1,-1.0
394,162,-1.0
559,222,-1.0
45,239,-1.0
303,300,1.0
432,72,1.0
246,196,-1.0
172,75,-1.0
301,119,-1.0
268,168,1.0
50,155,-1.0
148,78,-1.0
398,44,1.0
10,86,1.0
125,81,1.0
200,139,1.0
188,232,1.0
457,72,-1.0
71,214,-1.0
458,152,-1.0
626,65,-1.0
507,184,-1.0
1,226,1.0
537,70,-1.0
102,132,-1.0
82,182,-1.0
599,97,-1.0
190,122,-1.0
166,48,-1.0
407,211,1.0
148,256,-1.0
153,274,-1.0
17,199,1.0
192,235,-1.0
344,143,1.0
321,148,-1.0
464,102,-1.0
475,284,1.0
249,196,1.0
541,99,-1.0
19,15,1.0
202,27,-1.0
556,113,1.0
246,83,-1.0
415,90,-1.0
570,182,-1.0
253,265,1.0
232,128,-1.0
302,212,-1.0
520,43,1.0
460,254,-1.0
500,307,-1.0
20,104,1.0
150,19,-1.0
518,19,1.0
105,230,-1.0
505,218,1.0
522,229,1.0
50,179,-1.0
398,253,-1.0
326,256,-1.0
301,10,-1.0
526,151,-1.0
514,13,1.0
433,166,-1.0
86,289,-1.0
186,140,1.0
591,167,-1.0
421,167,-1.0
445,203,1.0
131,215,1.0
397,213,-1.0
331,116,-1.0
144,231,-1.0
265,274,-1.0
569,40,-1.0
156,72,-1.0
425,179,1.0
101,241,1.0
379,286,-1.0
326,300,1.0
105,250,-1.0
202,37,-1.0
451,241,1.0
271,8,1.0
308,51,1.0
451,134,1.0
301,156,-1.0
436,185,-1.0
240,21,-1.0
613,36,1.0
61,11,-1.0
168,114,-1.0
165,203,-1.0
52,292,-1.0
61,0,-1.0
512,24,-1.0
305,239,1.0
311,263,-1.0
372,30,1.0
237,87,-1.0
148,273,-1.0
503,161,1.0
226,251,1.0
520,270,1.0
155,78,1.0
534,271,1.0
604,268,1.0
498,283,-1.0
94,295,1.0
318,98,1.0
422,137,-1.0
589,184,1.0
12,125,1.0
393,304,-1.0
360,110,1.0
474,185,-1.0
198,186,1.0
137,48,1.0
291,267,1.0
483,243,1.0
312,72,1.0
51,38,1.0
183,106,1.0
259,130,1.0
187,160,1.0
387,277,1.0
319,242,1.0
51,99,1.0
74,117,1.0
85,123,1.0
378,245,-1.0
540,65,1.0
246,237,-1.0
385,291,-1.0
111,204,-1.0
374,292,-1.0
301,293,-1.0
43,270,-1.0
353,187,-1.0
525,262,-1.0
451,31,1.0
46,145,-1.0
603,188,-1.0
605,161,-1.0
127,177,-1.0
104,220,-1.0
288,123,1.0
501,234,-1.0
492,124,1.0
422,236,-1.0
3,275,-1.0
150,286,-1.0
401,53,-1.0
521,52,1.0
584,127,-1.0
436,116,-1.0
128,300,-1.0
410,136,-1.0
357,277,-1.0
82,15,-1.0
45,106,-1.0
246,39,-1.0
273,140,-1.0
288,228,1.0
614,147,-1.0
279,153,1.0
615,59,1.0
242,168,-1.0
123,192,1.0
261,282,1.0
239,201,-1.0
298,291,1.0
196,294,-1.0
292,104,1.0
65,107,-1.0
241,62,1.0
504,70,-1.0
115,97,1.0
118,25,-1.0
392,194,1.0
486,297,-1.0
83,180,1.0
285,113,1.0
451,35,1.0
329,41,-1.0
236,72,1.0
455,240,1.0
67,79,1.0
257,179,-1.0
451,249,1.0
481,114,-1.0
588,270,-1.0
620,125,-1.0
472,156,1.0
414,18,-1.0
321,1,1.0
231,187,1.0
235,275,-1.0
201,246,-1.0
601,100,1.0
447,139,-1.0
519,41,-1.0
228,148,1.0
448,180,-1.0
198,306,-1.0
435,64,-1.0
112,156,-1.0
45,67,-1.0
89,46,1.0
50,5,-1.0
547,128,1.0
588,81,-1.0
227,130,1.0
45,86,-1.0
181,171,1.0
223,177,-1.0
83,135,1.0
390,238,1.0
453,137,1.0
246,244,-1.0
364,116,1.0
69,70,1.0
310,120,-1.0
11,215,1.0
213,25,-1.0
425,5,1.0
598,62,-1.0
106,20,-1.0
486,3,1.0
375,285,1.0
26,139,-1.0
290,96,1.0
75,164,-1.0
182,276,1.0
92,252,-1.0
606,67,1.0
434,295,1.0
0,90,-1.0
37,213,-1.0
128,107,-1.0
284,117,-1.0
150,257,-1.0
206,58,1.0
243,248,1.0
272,279,-1.0
45,4,-1.0
216,22,-1.0
313,107,1.0
470,195,-1.0
269,157,1.0
580,6,-1.0
517,188,1.0
322,218,-1.0
299,268,-1.0
263,57,-1.0
441,95,1.0
546,42,-1.0
536,233,-1.0
479,112,-1.0
296,129,1.0
228,210,-1.0
131,99,1.0
451,143,-1.0
143,10,1.0
550,55,-1.0
576,254,-1.0
355,190,-1.0
555,80,1.0
261,229,-1.0
535,304,1.0
404,200,-1.0
90,9,1.0
28,26,1.0
554,149,-1.0
519,217,-1.0
301,142,-1.0
134,217,1.0
77,263,-1.0
22,14,-1.0
50,166,-1.0
10,174,1.0
162,166,1.0
616,79,-1.0
511,136,1.0
309,226,-1.0
557,25,-1.0
396,176,-1.0
145,293,-1.0
218,146,-1.0
328,135,-1.0
10,152,1.0
10,26,1.0
72,162,1.0
403,229,1.0
252,8,1.0
205,1,1.0
122,296,1.0
303,1,1.0
104,166,1.0
132,94,-1.0
240,16,1.0
420,94,1.0
110,106,-1.0
330,54,1.0
231,64,-1.0
206,121,-1.0
124,251,-1.0
82,266,-1.0
506,233,1.0
230,209,-1.0
356,154,-1.0
465,89,1.0
372,92,-1.0
611,108,-1.0
461,70,1.0
242,150,-1.0
75,214,1.0
565,125,-1.0
363,188,-1.0
175,274,1.0
10,242,1.0
182,66,-1.0
128,232,-1.0
608,168,-1.0
278,128,1.0
389,175,-1.0
25,206,-1.0
389,305,-1.0
411,2,1.0
194,214,-1.0
470,306,-1.0
161,37,-1.0
537,246,-1.0
497,7,-1.0
301,88,-1.0
87,88,1.0
422,32,-1.0
126,212,-1.0
159,17,1.0
257,5,-1.0
495,125,-1.0
382,296,1.0
626,286,-1.0
468,199,-1.0
34,281,-1.0
10,3,1.0
246,259,-1.0
45,197,-1.0
118,94,-1.0
209,10,-1.0
47,87,1.0
273,190,1.0
448,54,-1.0
320,84,-1.0
480,195,1.0
118,198,-1.0
430,298,-1.0
485,131,-1.0
464,6,1.0
150,9,-1.0
303,148,1.0
270,76,-1.0
16,165,-1.0
545,27,-1.0
272,215,-1.0
625,288,-1.0
289,181,1.0
60,258,-1.0
51,283,-1.0
377,204,-1.0
