43,0,-1.0
19,0,-1.0
29,0,1.0
27,1,1.0
19,1,-1.0
17,1,-1.0
20,2,1.0
23,2,-1.0
19,2,-1.0
4,3,-1.0
1,3,-1.0
0,3,-1.0
45,3,1.0
25,3,-1.0
8,3,-1.0
4,4,-1.0
44,4,1.0
25,4,-1.0
8,4,-1.0
28,4,-1.0
1,4,-1.0
8,5,-1.0
4,5,-1.0
1,5,-1.0
48,5,1.0
25,5,-1.0
14,5,-1.0
11,6,1.0
19,6,-1.0
50,6,-1.0
19,7,-1.0
21,7,1.0
6,7,-1.0
38,8,-1.0
9,8,-1.0
42,8,-1.0
34,8,-1.0
39,8,-1.0
3,8,1.0
7,9,-1.0
9,9,-1.0
47,9,1.0
34,9,-1.0
19,10,-1.0
40,10,1.0
39,10,-1.0
42,11,-1.0
38,11,-1.0
34,11,-1.0
9,11,-1.0
0,11,-1.0
46,11,1.0
53,12,1.0
32,12,-1.0
12,12,-1.0
19,13,-1.0
36,13,1.0
51,13,-1.0
15,14,-1.0
41,14,1.0
19,14,-1.0
25,15,-1.0
39,15,-1.0
8,15,-1.0
4,15,-1.0
1,15,-1.0
30,15,1.0
16,16,-1.0
52,16,-1.0
18,16,1.0
19,17,-1.0
31,17,-1.0
22,17,1.0
10,18,-1.0
26,18,1.0
19,18,-1.0
5,19,1.0
24,19,-1.0
2,19,-1.0
49,19,1.0
53,20,-1.0
13,20,1.0
33,20,-1.0
4,21,-1.0
1,21,-1.0
35,21,1.0
37,21,-1.0
25,21,-1.0
8,21,-1.0
