336,58,-1.0
396,36,1.0
132,194,-1.0
15,198,1.0
16,33,-1.0
116,95,-1.0
296,89,1.0
21,106,-1.0
336,200,-1.0
76,62,-1.0
482,172,1.0
254,193,-1.0
46,113,-1.0
89,58,-1.0
350,63,-1.0
387,155,1.0
42,36,-1.0
396,91,1.0
424,29,1.0
473,70,1.0
243,108,1.0
533,81,1.0
178,44,1.0
531,134,-1.0
294,207,-1.0
503,78,-1.0
273,55,1.0
271,73,-1.0
121,84,1.0
214,169,1.0
232,83,-1.0
15,208,1.0
226,18,-1.0
542,169,-1.0
49,71,1.0
309,187,1.0
336,96,-1.0
342,33,-1.0
7,90,-1.0
243,146,1.0
282,60,1.0
465,132,-1.0
243,145,1.0
7,57,-1.0
15,92,1.0
189,188,-1.0
184,198,-1.0
544,32,-1.0
336,168,-1.0
360,67,-1.0
414,88,1.0
452,60,1.0
144,213,1.0
325,148,-1.0
541,201,1.0
243,166,1.0
100,3,-1.0
523,35,1.0
396,58,1.0
348,125,-1.0
464,50,-1.0
483,211,1.0
418,139,1.0
270,115,-1.0
83,187,-1.0
313,100,1.0
336,154,-1.0
195,162,1.0
465,88,1.0
379,194,-1.0
87,144,1.0
463,22,-1.0
235,72,1.0
408,113,-1.0
367,189,-1.0
512,79,1.0
334,40,1.0
242,140,1.0
383,143,-1.0
132,9,-1.0
319,46,-1.0
394,110,1.0
301,165,-1.0
112,79,-1.0
472,140,1.0
168,216,1.0
257,137,1.0
468,154,-1.0
406,128,1.0
41,22,-1.0
437,203,1.0
233,26,-1.0
529,131,-1.0
7,7,1.0
118,78,-1.0
443,146,-1.0
336,128,-1.0
0,91,-1.0
396,148,1.0
423,170,1.0
130,39,-1.0
208,60,-1.0
360,208,-1.0
144,34,-1.0
361,84,-1.0
228,7,-1.0
8,37,-1.0
434,94,-1.0
491,113,1.0
414,204,-1.0
524,82,-1.0
385,74,-1.0
409,103,-1.0
130,45,1.0
492,150,1.0
346,32,1.0
185,196,-1.0
22,118,1.0
330,126,-1.0
274,164,1.0
430,182,-1.0
447,80,-1.0
132,123,-1.0
396,128,1.0
336,201,-1.0
292,19,-1.0
373,217,-1.0
396,200,1.0
353,185,-1.0
13,7,1.0
470,92,-1.0
483,0,-1.0
249,184,-1.0
2,214,-1.0
391,147,-1.0
65,192,1.0
484,48,-1.0
426,2,1.0
552,73,-1.0
15,80,1.0
420,21,-1.0
410,154,1.0
471,184,1.0
421,158,-1.0
458,203,-1.0
265,9,-1.0
11,84,-1.0
74,25,-1.0
282,62,1.0
285,175,1.0
112,152,1.0
295,173,1.0
444,4,1.0
396,154,1.0
266,179,-1.0
389,148,1.0
49,203,-1.0
244,212,-1.0
154,64,-1.0
3,89,1.0
7,188,1.0
85,43,-1.0
209,47,1.0
239,79,1.0
489,97,-1.0
109,153,-1.0
243,168,1.0
205,85,1.0
413,17,-1.0
527,173,-1.0
479,162,-1.0
429,206,-1.0
197,15,1.0
131,6,1.0
223,135,1.0
137,77,-1.0
106,98,-1.0
449,190,-1.0
65,178,-1.0
282,205,1.0
393,86,-1.0
78,153,-1.0
336,143,-1.0
396,43,1.0
332,208,-1.0
336,56,-1.0
78,210,-1.0
472,14,-1.0
193,32,-1.0
282,63,1.0
326,178,1.0
77,203,-1.0
152,98,1.0
