131,15,1.0
438,230,1.0
462,98,-1.0
220,328,1.0
304,156,-1.0
197,117,1.0
328,304,-1.0
575,340,-1.0
283,255,-1.0
48,179,-1.0
386,257,-1.0
274,184,1.0
502,288,1.0
362,100,1.0
410,257,-1.0
530,252,-1.0
17,187,1.0
378,254,-1.0
572,272,-1.0
386,133,1.0
345,233,-1.0
193,238,-1.0
155,105,-1.0
25,179,1.0
131,332,-1.0
255,167,-1.0
229,295,1.0
30,7,1.0
498,330,-1.0
103,27,1.0
353,88,-1.0
295,240,-1.0
211,31,-1.0
24,26,-1.0
155,1,1.0
143,313,-1.0
409,253,0.0
410,255,-1.0
535,288,1.0
209,331,-1.0
368,270,1.0
338,116,-1.0
49,314,-1.0
583,137,-1.0
25,25,1.0
268,181,-1.0
530,297,-1.0
391,265,1.0
535,42,1.0
524,33,-1.0
56,63,1.0
275,186,-1.0
365,118,-1.0
558,319,-1.0
46,124,-1.0
125,283,-1.0
160,295,1.0
118,140,-1.0
455,105,1.0
339,96,-1.0
309,195,1.0
48,304,-1.0
417,279,-1.0
557,42,1.0
509,102,1.0
560,337,1.0
154,129,-1.0
530,294,-1.0
246,70,-1.0
474,71,1.0
82,229,1.0
269,181,1.0
549,296,1.0
312,246,-1.0
542,43,-1.0
336,227,-1.0
25,334,1.0
385,240,1.0
289,84,1.0
209,328,-1.0
130,163,1.0
96,65,1.0
525,32,-1.0
566,81,-1.0
159,111,-1.0
302,155,1.0
173,122,-1.0
4,293,1.0
151,31,-1.0
530,115,-1.0
32,10,1.0
184,314,1.0
64,295,1.0
358,250,-1.0
267,180,-1.0
335,222,1.0
318,205,1.0
408,175,-1.0
530,262,-1.0
393,270,1.0
470,209,1.0
537,296,1.0
13,80,-1.0
531,86,-1.0
69,39,-1.0
339,200,-1.0
223,286,1.0
567,309,1.0
238,100,1.0
234,149,-1.0
559,26,1.0
174,119,-1.0
224,284,1.0
79,1,1.0
564,337,1.0
372,302,-1.0
388,83,1.0
429,299,1.0
25,267,1.0
320,211,1.0
59,237,1.0
235,149,1.0
391,114,1.0
76,335,-1.0
527,141,-1.0
48,171,-1.0
263,34,1.0
48,18,-1.0
31,231,1.0
332,64,-1.0
542,295,1.0
300,200,-1.0
398,35,-1.0
105,57,-1.0
31,229,1.0
565,82,-1.0
48,83,-1.0
247,162,1.0
386,256,1.0
469,311,-1.0
460,71,-1.0
25,17,1.0
73,284,1.0
196,221,-1.0
311,197,1.0
492,322,-1.0
408,298,1.0
161,109,-1.0
483,279,1.0
10,229,-1.0
114,22,1.0
48,21,-1.0
528,277,-1.0
39,93,-1.0
464,288,1.0
360,130,-1.0
40,94,1.0
111,142,-1.0
36,217,-1.0
388,251,1.0
25,21,1.0
500,282,-1.0
206,211,-1.0
381,258,1.0
27,6,-1.0
308,193,1.0
201,3,1.0
391,103,1.0
22,188,1.0
146,251,1.0
335,72,-1.0
523,337,1.0
294,281,-1.0
226,33,1.0
347,238,0.0
378,255,1.0
382,258,-1.0
436,303,-1.0
187,119,-1.0
119,11,-1.0
4,158,-1.0
554,42,1.0
451,159,-1.0
557,296,1.0
578,101,1.0
427,296,1.0
266,179,-1.0
70,46,-1.0
352,183,-1.0
438,228,1.0
532,188,-1.0
381,256,-1.0
535,100,1.0
438,227,1.0
422,314,-1.0
200,127,1.0
420,284,1.0
37,218,1.0
296,240,1.0
530,247,-1.0
422,110,-1.0
334,221,1.0
212,42,-1.0
77,229,1.0
156,106,-1.0
368,250,-1.0
437,77,-1.0
509,305,-1.0
508,236,1.0
346,1,1.0
374,274,1.0
414,133,-1.0
64,78,1.0
45,291,-1.0
142,323,-1.0
39,94,-1.0
446,213,-1.0
291,260,1.0
127,14,1.0
232,145,1.0
567,338,-1.0
418,288,1.0
447,214,-1.0
87,295,-1.0
43,147,-1.0
21,164,-1.0
108,172,-1.0
317,214,-1.0
216,106,1.0
132,20,-1.0
75,173,-1.0
198,197,-1.0
332,219,1.0
193,126,1.0
388,293,1.0
339,116,1.0
393,271,-1.0
160,42,1.0
546,121,1.0
514,322,1.0
407,23,-1.0
534,337,1.0
285,257,-1.0
190,123,-1.0
512,76,1.0
500,305,1.0
530,263,-1.0
48,55,-1.0
48,42,-1.0
384,260,-1.0
399,273,-1.0
348,236,-1.0
25,104,1.0
491,324,-1.0
457,104,-1.0
429,84,-1.0
338,224,1.0
485,321,1.0
362,202,-1.0
370,304,1.0
388,248,1.0
6,308,-1.0
498,326,1.0
82,227,1.0
84,78,1.0
471,215,-1.0
12,272,1.0
312,202,1.0
209,42,-1.0
366,126,1.0
153,1,1.0
328,303,1.0
476,243,1.0
549,78,1.0
391,78,1.0
409,274,-1.0
52,36,-1.0
479,33,1.0
146,91,-1.0
486,61,-1.0
296,239,1.0
415,87,-1.0
25,16,1.0
110,176,-1.0
311,193,-1.0
400,101,-1.0
77,232,1.0
252,130,1.0
569,337,-1.0
303,152,-1.0
93,58,1.0
435,302,-1.0
537,295,1.0
204,49,-1.0
50,23,-1.0
74,292,1.0
300,156,1.0
40,97,1.0
238,177,-1.0
170,153,-1.0
168,79,1.0
6,321,-1.0
168,185,-1.0
183,122,1.0
