1664,501,1.0
17,609,-1.0
986,657,1.0
1372,372,1.0
493,236,1.0
1558,855,1.0
911,360,1.0
1857,832,-1.0
851,460,-1.0
311,524,1.0
840,225,1.0
356,865,-1.0
1136,543,1.0
247,324,-1.0
1690,651,-1.0
1859,1028,1.0
341,661,1.0
1998,171,1.0
1565,816,1.0
343,446,-1.0
1051,423,1.0
779,1012,-1.0
28,947,-1.0
1432,15,-1.0
649,553,1.0
1191,716,1.0
394,690,1.0
990,325,1.0
1411,439,1.0
493,492,1.0
1523,268,1.0
301,859,1.0
1748,794,1.0
1654,198,-1.0
994,278,-1.0
912,20,-1.0
96,29,-1.0
8,157,1.0
1562,580,1.0
1426,601,1.0
135,105,1.0
1216,395,-1.0
977,635,-1.0
977,922,-1.0
1466,45,1.0
1807,599,1.0
977,83,-1.0
1896,700,1.0
1866,626,1.0
1270,807,-1.0
805,65,-1.0
1504,724,-1.0
146,676,-1.0
1335,765,1.0
1302,433,1.0
790,124,-1.0
996,124,-1.0
47,212,-1.0
1682,806,-1.0
977,736,-1.0
840,849,1.0
129,588,-1.0
1845,579,1.0
977,393,-1.0
1866,738,-1.0
104,787,-1.0
767,795,-1.0
1919,1010,-1.0
1954,1038,-1.0
107,648,-1.0
96,826,-1.0
1908,810,-1.0
443,158,1.0
1971,387,1.0
1784,926,-1.0
1455,445,-1.0
1426,346,-1.0
1835,107,-1.0
840,319,1.0
759,732,1.0
1535,12,1.0
724,884,-1.0
811,784,1.0
1200,871,1.0
1132,510,-1.0
716,229,-1.0
581,918,1.0
840,732,1.0
1621,412,1.0
519,387,-1.0
1331,442,1.0
1426,207,-1.0
802,291,-1.0
1805,988,1.0
391,91,1.0
372,421,-1.0
840,636,1.0
558,716,-1.0
1622,811,-1.0
109,189,-1.0
1086,589,1.0
1557,245,-1.0
6,571,-1.0
1690,74,-1.0
1764,729,-1.0
1212,560,-1.0
1558,311,1.0
1891,796,-1.0
840,970,1.0
977,364,-1.0
1121,603,1.0
1039,801,1.0
1492,816,1.0
895,106,1.0
1969,201,1.0
526,181,-1.0
184,507,-1.0
56,640,-1.0
1509,695,-1.0
1919,497,1.0
1286,565,1.0
1350,633,-1.0
847,890,-1.0
960,683,1.0
977,395,-1.0
793,1023,-1.0
1746,412,1.0
61,294,1.0
170,942,-1.0
1648,235,1.0
644,879,1.0
369,63,-1.0
516,811,1.0
906,999,1.0
110,672,1.0
1460,631,-1.0
223,201,1.0
1144,927,1.0
644,918,-1.0
258,657,-1.0
249,87,-1.0
1249,548,1.0
977,845,-1.0
883,81,1.0
996,571,1.0
1764,262,1.0
1324,449,-1.0
537,168,-1.0
977,371,-1.0
16,470,-1.0
1145,293,-1.0
1424,725,-1.0
977,899,-1.0
547,272,-1.0
603,887,1.0
1966,285,-1.0
335,532,1.0
304,388,-1.0
1316,246,-1.0
906,906,1.0
632,735,1.0
19,1036,-1.0
1950,305,-1.0
932,921,1.0
